"Step","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - rollout/avg_response_length","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - rollout/avg_response_length","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-onpolicy-PosNeg-Qwen3-1.7B - rollout/avg_response_length","Name: math-onpolicy-PosNeg-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-onpolicy-PosNeg-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-onpolicy-SFT-Qwen3-1.7B - rollout/avg_response_length","Name: math-onpolicy-SFT-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-onpolicy-SFT-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - rollout/avg_response_length","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - rollout/avg_response_length__MAX","Name: math-onpolicy-GRPO-Qwen3-1.7B - rollout/avg_response_length","Name: math-onpolicy-GRPO-Qwen3-1.7B - rollout/avg_response_length__MIN","Name: math-onpolicy-GRPO-Qwen3-1.7B - rollout/avg_response_length__MAX"
"11","2803.25","2803.25","2803.25","2972.61328125","2972.61328125","2972.61328125","4008.25","4008.25","4008.25","3592.320068359375","3592.320068359375","3592.320068359375","3861.69384765625","3861.69384765625","3861.69384765625","3603.921875","3603.921875","3603.921875"
"12","3284.947998046875","3284.947998046875","3284.947998046875","3617.276123046875","3617.276123046875","3617.276123046875","3819.770751953125","3819.770751953125","3819.770751953125","3536.25","3536.25","3536.25","3832.33740234375","3832.33740234375","3832.33740234375","3966.5","3966.5","3966.5"
"13","3136.59619140625","3136.59619140625","3136.59619140625","3474.977294921875","3474.977294921875","3474.977294921875","3912.80615234375","3912.80615234375","3912.80615234375","3582.125","3582.125","3582.125","3817.06884765625","3817.06884765625","3817.06884765625","3964.2890625","3964.2890625","3964.2890625"
"14","3665.666748046875","3665.666748046875","3665.666748046875","3836.046875","3836.046875","3836.046875","3849.65283203125","3849.65283203125","3849.65283203125","3816.571533203125","3816.571533203125","3816.571533203125","3901.6015625","3901.6015625","3901.6015625","3867.1181640625","3867.1181640625","3867.1181640625"
"15","3042.368408203125","3042.368408203125","3042.368408203125","3565.039794921875","3565.039794921875","3565.039794921875","3948.3125","3948.3125","3948.3125","3931.946533203125","3931.946533203125","3931.946533203125","4038.8193359375","4038.8193359375","4038.8193359375","4030.96533203125","4030.96533203125","4030.96533203125"
"16","2856.017822265625","2856.017822265625","2856.017822265625","3220.083251953125","3220.083251953125","3220.083251953125","3488.9716796875","3488.9716796875","3488.9716796875","3174.962158203125","3174.962158203125","3174.962158203125","3432.85107421875","3432.85107421875","3432.85107421875","3634.65625","3634.65625","3634.65625"
"17","3706.39990234375","3706.39990234375","3706.39990234375","3865.71875","3865.71875","3865.71875","3726.359375","3726.359375","3726.359375","3713.459716796875","3713.459716796875","3713.459716796875","3763.363525390625","3763.363525390625","3763.363525390625","3806.838623046875","3806.838623046875","3806.838623046875"
"18","3521.48681640625","3521.48681640625","3521.48681640625","3682.02685546875","3682.02685546875","3682.02685546875","3693.46533203125","3693.46533203125","3693.46533203125","3391.64990234375","3391.64990234375","3391.64990234375","3732.6015625","3732.6015625","3732.6015625","3759.4609375","3759.4609375","3759.4609375"
"19","3692.863525390625","3692.863525390625","3692.863525390625","3862.918701171875","3862.918701171875","3862.918701171875","3916.9716796875","3916.9716796875","3916.9716796875","3700.447998046875","3700.447998046875","3700.447998046875","3980.9375","3980.9375","3980.9375","3989.5556640625","3989.5556640625","3989.5556640625"
"20","2789.407958984375","2789.407958984375","2789.407958984375","2990.21240234375","2990.21240234375","2990.21240234375","3944.5","3944.5","3944.5","3205.638916015625","3205.638916015625","3205.638916015625","3961.364501953125","3961.364501953125","3961.364501953125","3728.75","3728.75","3728.75"
"21","3202.42041015625","3202.42041015625","3202.42041015625","3408.9296875","3408.9296875","3408.9296875","3340.289794921875","3340.289794921875","3340.289794921875","3054.65185546875","3054.65185546875","3054.65185546875","3619.943115234375","3619.943115234375","3619.943115234375","3356.666748046875","3356.666748046875","3356.666748046875"
"22","2425.058837890625","2425.058837890625","2425.058837890625","3113.1484375","3113.1484375","3113.1484375","3946.458251953125","3946.458251953125","3946.458251953125","2872.857177734375","2872.857177734375","2872.857177734375","3361.77685546875","3361.77685546875","3361.77685546875","3575.77685546875","3575.77685546875","3575.77685546875"
"23","3125.988525390625","3125.988525390625","3125.988525390625","3505.56884765625","3505.56884765625","3505.56884765625","3341.3466796875","3341.3466796875","3341.3466796875","3277.261474609375","3277.261474609375","3277.261474609375","3547.73291015625","3547.73291015625","3547.73291015625","3265.697998046875","3265.697998046875","3265.697998046875"
"24","2773.8125","2773.8125","2773.8125","3071.1484375","3071.1484375","3071.1484375","3270.612548828125","3270.612548828125","3270.612548828125","3026.826904296875","3026.826904296875","3026.826904296875","2866.71875","2866.71875","2866.71875","3336.875","3336.875","3336.875"
"25","3569.826171875","3569.826171875","3569.826171875","3732.46533203125","3732.46533203125","3732.46533203125","3655.58935546875","3655.58935546875","3655.58935546875","3546.761474609375","3546.761474609375","3546.761474609375","3556.5234375","3556.5234375","3556.5234375","3508.515625","3508.515625","3508.515625"
"26","3355.65380859375","3355.65380859375","3355.65380859375","3555.645751953125","3555.645751953125","3555.645751953125","3672.0625","3672.0625","3672.0625","3432.300048828125","3432.300048828125","3432.300048828125","3785.375","3785.375","3785.375","3656.989501953125","3656.989501953125","3656.989501953125"
"27","3117.982177734375","3117.982177734375","3117.982177734375","3419.272705078125","3419.272705078125","3419.272705078125","3665.28564453125","3665.28564453125","3665.28564453125","3067.355224609375","3067.355224609375","3067.355224609375","3322.486083984375","3322.486083984375","3322.486083984375","3504.206298828125","3504.206298828125","3504.206298828125"
"28","2753.28955078125","2753.28955078125","2753.28955078125","2842.71142578125","2842.71142578125","2842.71142578125","3329.33935546875","3329.33935546875","3329.33935546875","3444.470703125","3444.470703125","3444.470703125","3166.135498046875","3166.135498046875","3166.135498046875","3327.729248046875","3327.729248046875","3327.729248046875"
"29","3399.78125","3399.78125","3399.78125","3625.294677734375","3625.294677734375","3625.294677734375","3758.90625","3758.90625","3758.90625","3771.875","3771.875","3771.875","3743.96875","3743.96875","3743.96875","3612.71240234375","3612.71240234375","3612.71240234375"
"30","2912.659912109375","2912.659912109375","2912.659912109375","3424.927001953125","3424.927001953125","3424.927001953125","3780.6484375","3780.6484375","3780.6484375","3320.97998046875","3320.97998046875","3320.97998046875","3489.0625","3489.0625","3489.0625","3607.137451171875","3607.137451171875","3607.137451171875"
"31","3298.625","3298.625","3298.625","3577.96875","3577.96875","3577.96875","3745.770751953125","3745.770751953125","3745.770751953125","3520.25","3520.25","3520.25","3727.166748046875","3727.166748046875","3727.166748046875","3709.08740234375","3709.08740234375","3709.08740234375"
"32","3400.29541015625","3400.29541015625","3400.29541015625","3616.576416015625","3616.576416015625","3616.576416015625","3590.96875","3590.96875","3590.96875","3177.33935546875","3177.33935546875","3177.33935546875","3594.955322265625","3594.955322265625","3594.955322265625","3298.0859375","3298.0859375","3298.0859375"
"33","2922.666748046875","2922.666748046875","2922.666748046875","3181.96875","3181.96875","3181.96875","3429.53125","3429.53125","3429.53125","3305.6875","3305.6875","3305.6875","3366.59033203125","3366.59033203125","3366.59033203125","3495.21240234375","3495.21240234375","3495.21240234375"
"34","3304.64697265625","3304.64697265625","3304.64697265625","3654.166748046875","3654.166748046875","3654.166748046875","3662.72509765625","3662.72509765625","3662.72509765625","3657.140625","3657.140625","3657.140625","3681.421875","3681.421875","3681.421875","3419.887451171875","3419.887451171875","3419.887451171875"
"35","3213.863525390625","3213.863525390625","3213.863525390625","3393.9658203125","3393.9658203125","3393.9658203125","3596.677001953125","3596.677001953125","3596.677001953125","3306.840087890625","3306.840087890625","3306.840087890625","3163.28125","3163.28125","3163.28125","3252.9921875","3252.9921875","3252.9921875"
"36","2760.71044921875","2760.71044921875","2760.71044921875","2701.664794921875","2701.664794921875","2701.664794921875","3548.22314453125","3548.22314453125","3548.22314453125","3688.5","3688.5","3688.5","3526.696533203125","3526.696533203125","3526.696533203125","3284.89990234375","3284.89990234375","3284.89990234375"
"37","3325.852294921875","3325.852294921875","3325.852294921875","3658.27490234375","3658.27490234375","3658.27490234375","3613.0859375","3613.0859375","3613.0859375","3468.72998046875","3468.72998046875","3468.72998046875","3392.59375","3392.59375","3392.59375","3471.0078125","3471.0078125","3471.0078125"
"38","3268.828857421875","3268.828857421875","3268.828857421875","3414.701416015625","3414.701416015625","3414.701416015625","3848.125","3848.125","3848.125","3476.886474609375","3476.886474609375","3476.886474609375","3712.02685546875","3712.02685546875","3712.02685546875","3659.5","3659.5","3659.5"
"39","3555.552001953125","3555.552001953125","3555.552001953125","3794.057373046875","3794.057373046875","3794.057373046875","3782.238525390625","3782.238525390625","3782.238525390625","3569.0966796875","3569.0966796875","3569.0966796875","3597.231201171875","3597.231201171875","3597.231201171875","3759.53466796875","3759.53466796875","3759.53466796875"
"40","3399.136474609375","3399.136474609375","3399.136474609375","3615.458251953125","3615.458251953125","3615.458251953125","3435.923583984375","3435.923583984375","3435.923583984375","3447.71142578125","3447.71142578125","3447.71142578125","3643.75","3643.75","3643.75","3470.4091796875","3470.4091796875","3470.4091796875"
"41","3661.315673828125","3661.315673828125","3661.315673828125","3844.770751953125","3844.770751953125","3844.770751953125","3450.1171875","3450.1171875","3450.1171875","3193.889892578125","3193.889892578125","3193.889892578125","3410.6640625","3410.6640625","3410.6640625","3131.619384765625","3131.619384765625","3131.619384765625"
"42","3143.291748046875","3143.291748046875","3143.291748046875","3424.259033203125","3424.259033203125","3424.259033203125","3813.359375","3813.359375","3813.359375","3307.761962890625","3307.761962890625","3307.761962890625","3570.479248046875","3570.479248046875","3570.479248046875","3578.958251953125","3578.958251953125","3578.958251953125"
"43","3161.5","3161.5","3161.5","3337.6796875","3337.6796875","3337.6796875","3327.322998046875","3327.322998046875","3327.322998046875","3369.5625","3369.5625","3369.5625","3190.890625","3190.890625","3190.890625","3079.859375","3079.859375","3079.859375"
"44","2692.33935546875","2692.33935546875","2692.33935546875","2966.458251953125","2966.458251953125","2966.458251953125","3925.625","3925.625","3925.625","3478.03857421875","3478.03857421875","3478.03857421875","3912.75","3912.75","3912.75","3727.921875","3727.921875","3727.921875"
"45","3508.09716796875","3508.09716796875","3508.09716796875","3547.244384765625","3547.244384765625","3547.244384765625","3521.0625","3521.0625","3521.0625","3454.13232421875","3454.13232421875","3454.13232421875","3253.142822265625","3253.142822265625","3253.142822265625","3536.833251953125","3536.833251953125","3536.833251953125"
"46","3512.303466796875","3512.303466796875","3512.303466796875","3707.114501953125","3707.114501953125","3707.114501953125","3694.9931640625","3694.9931640625","3694.9931640625","3391.552734375","3391.552734375","3391.552734375","3621.482177734375","3621.482177734375","3621.482177734375","3617.0859375","3617.0859375","3617.0859375"
"47","3018.272705078125","3018.272705078125","3018.272705078125","3630.40283203125","3630.40283203125","3630.40283203125","3743.0390625","3743.0390625","3743.0390625","3258.202392578125","3258.202392578125","3258.202392578125","3476.5","3476.5","3476.5","3888.1484375","3888.1484375","3888.1484375"
"48","3411.431884765625","3411.431884765625","3411.431884765625","3622.362548828125","3622.362548828125","3622.362548828125","3957.490966796875","3957.490966796875","3957.490966796875","3371.96142578125","3371.96142578125","3371.96142578125","3671.115966796875","3671.115966796875","3671.115966796875","3725.053466796875","3725.053466796875","3725.053466796875"
"49","3035.739990234375","3035.739990234375","3035.739990234375","3554.763427734375","3554.763427734375","3554.763427734375","3611.676025390625","3611.676025390625","3611.676025390625","3493.508056640625","3493.508056640625","3493.508056640625","3338.66259765625","3338.66259765625","3338.66259765625","3337.21875","3337.21875","3337.21875"
"50","3635.928466796875","3635.928466796875","3635.928466796875","3812.206787109375","3812.206787109375","3812.206787109375","3651.03759765625","3651.03759765625","3651.03759765625","3619.90380859375","3619.90380859375","3619.90380859375","3769.0078125","3769.0078125","3769.0078125","3571.46240234375","3571.46240234375","3571.46240234375"
"51","3616.77783203125","3616.77783203125","3616.77783203125","3547.520751953125","3547.520751953125","3547.520751953125","3650.03125","3604.03759765625","3696.02490234375","3498.666748046875","3498.666748046875","3498.666748046875","3139.22509765625","3139.22509765625","3139.22509765625","3466.03125","3466.03125","3466.03125"
"52","3343.886474609375","3343.886474609375","3343.886474609375","3686.863525390625","3686.863525390625","3686.863525390625","3493.450927734375","3492.7421875","3494.15966796875","3408.880859375","3408.880859375","3408.880859375","3299.326416015625","3299.326416015625","3299.326416015625","3410.678466796875","3410.678466796875","3410.678466796875"
"53","3560.125","3560.125","3560.125","3765.27783203125","3765.27783203125","3765.27783203125","3720.6937255859375","3647.1875","3794.199951171875","3532.3125","3532.3125","3532.3125","3426.3125","3426.3125","3426.3125","3509.46875","3509.46875","3509.46875"
"54","3450.88330078125","3450.88330078125","3450.88330078125","3646.927001953125","3646.927001953125","3646.927001953125","3753.472900390625","3674.737548828125","3832.208251953125","3164.068115234375","3164.068115234375","3164.068115234375","3474.175048828125","3474.175048828125","3474.175048828125","3761.359375","3761.359375","3761.359375"
"55","2987.47509765625","2987.47509765625","2987.47509765625","3251.56884765625","3251.56884765625","3251.56884765625","3531.166015625","3378.885498046875","3683.446533203125","3531.97216796875","3531.97216796875","3531.97216796875","3476.59716796875","3476.59716796875","3476.59716796875","3558.3125","3558.3125","3558.3125"
"56","3402.9130859375","3402.9130859375","3402.9130859375","3573.447998046875","3573.447998046875","3573.447998046875","3377.0391845703125","3336.918701171875","3417.15966796875","3143.71240234375","3143.71240234375","3143.71240234375","3109.918701171875","3109.918701171875","3109.918701171875","3516.107177734375","3516.107177734375","3516.107177734375"
"57","3708.36767578125","3708.36767578125","3708.36767578125","3837.611083984375","3837.611083984375","3837.611083984375","3664.708251953125","3664.708251953125","3664.708251953125","3632","3632","3632","3435.5859375","3435.5859375","3435.5859375","3384.455322265625","3384.455322265625","3384.455322265625"
"58","3063.907958984375","3063.907958984375","3063.907958984375","3487.90625","3487.90625","3487.90625","3734.479248046875","3734.479248046875","3734.479248046875","3640.578125","3640.578125","3640.578125","3811.71533203125","3811.71533203125","3811.71533203125","3681.3193359375","3681.3193359375","3681.3193359375"
"59","2897.068115234375","2897.068115234375","2897.068115234375","3270.0625","3270.0625","3270.0625","3472.729248046875","3472.729248046875","3472.729248046875","3483.219970703125","3483.219970703125","3483.219970703125","2938.46875","2938.46875","2938.46875","2729.64990234375","2729.64990234375","2729.64990234375"
"60","3515.28564453125","3515.28564453125","3515.28564453125","3786.46875","3786.46875","3786.46875","3713.046875","3713.046875","3713.046875","3400.5","3400.5","3400.5","3563.140625","3563.140625","3563.140625","3642.375","3642.375","3642.375"
"61","3708.392822265625","3708.392822265625","3708.392822265625","3858.4375","3858.4375","3858.4375","3350.91064453125","3350.91064453125","3350.91064453125","3289.010498046875","3289.010498046875","3289.010498046875","3153.625","3153.625","3153.625","3690.84375","3690.84375","3690.84375"
"62","2719.166748046875","2719.166748046875","2719.166748046875","3061.979248046875","3061.979248046875","3061.979248046875","3841.979248046875","3841.979248046875","3841.979248046875","3135.892822265625","3135.892822265625","3135.892822265625","3327.08935546875","3327.08935546875","3327.08935546875","3561.3125","3561.3125","3561.3125"
"63","3253.052734375","3253.052734375","3253.052734375","3593.4443359375","3593.4443359375","3593.4443359375","3305.77685546875","3305.77685546875","3305.77685546875","3181.03271484375","3181.03271484375","3181.03271484375","3517.125","3517.125","3517.125","3474.729248046875","3474.729248046875","3474.729248046875"
"64","2556.71728515625","2556.71728515625","2556.71728515625","2780.395751953125","2780.395751953125","2780.395751953125","3811.60009765625","3811.60009765625","3811.60009765625","3110.550048828125","3110.550048828125","3110.550048828125","3423.90625","3423.90625","3423.90625","3118.22314453125","3118.22314453125","3118.22314453125"
"65","3229.684814453125","3229.684814453125","3229.684814453125","3545.0625","3545.0625","3545.0625","3510.625","3510.625","3510.625","3049.0341796875","3049.0341796875","3049.0341796875","3444.6875","3444.6875","3444.6875","3175.01708984375","3175.01708984375","3175.01708984375"
"66","3256.466552734375","3256.466552734375","3256.466552734375","3587.455322265625","3587.455322265625","3587.455322265625","3252.25","3252.25","3252.25","3649.9375","3649.9375","3649.9375","3532.1875","3532.1875","3532.1875","2929.895751953125","2929.895751953125","2929.895751953125"
"67","3871.4091796875","3871.4091796875","3871.4091796875","3955.615966796875","3955.615966796875","3955.615966796875","3704.75","3704.75","3704.75","3511.342041015625","3511.342041015625","3511.342041015625","3428.71875","3428.71875","3428.71875","3654.178466796875","3654.178466796875","3654.178466796875"
"68","3405.865478515625","3405.865478515625","3405.865478515625","3632.744384765625","3632.744384765625","3632.744384765625","3542.887451171875","3542.887451171875","3542.887451171875","3187.510986328125","3187.510986328125","3187.510986328125","3028.90625","3028.90625","3028.90625","2821.446533203125","2821.446533203125","2821.446533203125"
"69","2920.046875","2920.046875","2920.046875","3359.666748046875","3359.666748046875","3359.666748046875","3471.8681640625","3471.8681640625","3471.8681640625","3358.90625","3358.90625","3358.90625","3356.1875","3356.1875","3356.1875","3410.2265625","3410.2265625","3410.2265625"
"70","2921.387451171875","2921.387451171875","2921.387451171875","3232.63134765625","3232.63134765625","3232.63134765625","3546.09716796875","3546.09716796875","3546.09716796875","3307.108642578125","3307.108642578125","3307.108642578125","3434.21875","3434.21875","3434.21875","3251.16259765625","3251.16259765625","3251.16259765625"
"71","3359.875","3359.875","3359.875","3625.89208984375","3625.89208984375","3625.89208984375","3496.208251953125","3496.208251953125","3496.208251953125","3457.3369140625","3457.3369140625","3457.3369140625","3429.28564453125","3429.28564453125","3429.28564453125","3365.3671875","3365.3671875","3365.3671875"
"72","2904.88232421875","2904.88232421875","2904.88232421875","2993.3125","2993.3125","2993.3125","3397.97509765625","3397.97509765625","3397.97509765625","4096","4096","4096","3973.65625","3973.65625","3973.65625","4018.328125","4018.328125","4018.328125"
"73","3079.61767578125","3079.61767578125","3079.61767578125","3467.3818359375","3467.3818359375","3467.3818359375","3246.25","3246.25","3246.25","3052.480712890625","3052.480712890625","3052.480712890625","2941.489501953125","2941.489501953125","2941.489501953125","3226.60009765625","3226.60009765625","3226.60009765625"
"74","3385.02783203125","3385.02783203125","3385.02783203125","3676.16259765625","3676.16259765625","3676.16259765625","3471.321533203125","3471.321533203125","3471.321533203125","3507.75","3507.75","3507.75","3056.946533203125","3056.946533203125","3056.946533203125","3369.28564453125","3369.28564453125","3369.28564453125"
"75","3361.0625","3361.0625","3361.0625","3569.197998046875","3569.197998046875","3569.197998046875","3676.71875","3676.71875","3676.71875","3742.90625","3742.90625","3742.90625","3402.0625","3402.0625","3402.0625","3742.71240234375","3742.71240234375","3742.71240234375"
"76","3366.989013671875","3366.989013671875","3366.989013671875","3671.698974609375","3671.698974609375","3671.698974609375","3466.705322265625","3466.705322265625","3466.705322265625","3418.510009765625","3418.510009765625","3418.510009765625","3385","3385","3385","3434.634033203125","3434.634033203125","3434.634033203125"
"77","2896.851806640625","2896.851806640625","2896.851806640625","3345.286376953125","3345.286376953125","3345.286376953125","3171.765625","3171.765625","3171.765625","3135.228515625","3135.228515625","3135.228515625","3181.6806640625","3181.6806640625","3181.6806640625","3352.137451171875","3352.137451171875","3352.137451171875"
"78","3101.8056640625","3101.8056640625","3101.8056640625","3448.09814453125","3448.09814453125","3448.09814453125","3201.5234375","3201.5234375","3201.5234375","3232.7158203125","3232.7158203125","3232.7158203125","3131.510498046875","3131.510498046875","3131.510498046875","3234.46875","3234.46875","3234.46875"
"79","3619.449951171875","3619.449951171875","3619.449951171875","3755.21875","3755.21875","3755.21875","3682.625","3682.625","3682.625","3266.310302734375","3266.310302734375","3266.310302734375","3383.375","3383.375","3383.375","3728.239501953125","3728.239501953125","3728.239501953125"
"80","3333.365478515625","3333.365478515625","3333.365478515625","3601.380615234375","3601.380615234375","3601.380615234375","2970.0625","2970.0625","2970.0625","2972.977294921875","2972.977294921875","2972.977294921875","2689.614501953125","2689.614501953125","2689.614501953125","2832.071533203125","2832.071533203125","2832.071533203125"
"81","3938.0625","3938.0625","3938.0625","3992.3828125","3992.3828125","3992.3828125","3344.375","3344.375","3344.375","2919.63330078125","2919.63330078125","2919.63330078125","3454.5625","3454.5625","3454.5625","3326.449951171875","3326.449951171875","3326.449951171875"
"82","3207.92041015625","3207.92041015625","3207.92041015625","3502.9375","3502.9375","3502.9375","3344.375","3344.375","3344.375","2804.136474609375","2804.136474609375","2804.136474609375","2892.802001953125","2892.802001953125","2892.802001953125","3236.109375","3236.109375","3236.109375"
"83","3422.868408203125","3422.868408203125","3422.868408203125","3673.986083984375","3673.986083984375","3673.986083984375","2598.3125","2598.3125","2598.3125","2597.72509765625","2597.72509765625","2597.72509765625","2538.09814453125","2538.09814453125","2538.09814453125","2736.919677734375","2736.919677734375","2736.919677734375"
"84","2963.220703125","2963.220703125","2963.220703125","3146.479248046875","3146.479248046875","3146.479248046875","3412.28125","3412.28125","3412.28125","3127.946533203125","3127.946533203125","3127.946533203125","3275.546875","3275.546875","3275.546875","3691.449951171875","3691.449951171875","3691.449951171875"
"85","3792.5","3792.5","3792.5","3886.861083984375","3886.861083984375","3886.861083984375","3562.53466796875","3562.53466796875","3562.53466796875","3501.71435546875","3501.71435546875","3501.71435546875","3294.020751953125","3294.020751953125","3294.020751953125","3209.90625","3209.90625","3209.90625"
"86","3382.28271484375","3382.28271484375","3382.28271484375","3512.451416015625","3512.451416015625","3512.451416015625","2703.1328125","2703.1328125","2703.1328125","3161.64990234375","3161.64990234375","3161.64990234375","2709.96875","2709.96875","2709.96875","3014.85009765625","3014.85009765625","3014.85009765625"
"87","3141.800048828125","3141.800048828125","3141.800048828125","3514.6943359375","3514.6943359375","3514.6943359375","3501.112548828125","3501.112548828125","3501.112548828125","3112.02783203125","3112.02783203125","3112.02783203125","3576.078125","3576.078125","3576.078125","3432.262451171875","3432.262451171875","3432.262451171875"
"88","2891.70654296875","2891.70654296875","2891.70654296875","3104.4140625","3104.4140625","3104.4140625","2272.546875","2272.546875","2272.546875","2725.5","2725.5","2725.5","3089.1875","3089.1875","3089.1875","2677.203125","2677.203125","2677.203125"
"89","3049.75","3049.75","3049.75","3382","3382","3382","2901.3125","2901.3125","2901.3125","2549.60302734375","2549.60302734375","2549.60302734375","3375.25","3375.25","3375.25","2660.074951171875","2660.074951171875","2660.074951171875"
"90","2958.137451171875","2958.137451171875","2958.137451171875","3373.78466796875","3373.78466796875","3373.78466796875","3780.97314453125","3780.97314453125","3780.97314453125","3443.558837890625","3443.558837890625","3443.558837890625","3537.03125","3537.03125","3537.03125","3545.833251953125","3545.833251953125","3545.833251953125"
"91","3754","3754","3754","3929.1875","3929.1875","3929.1875","3739.57958984375","3739.57958984375","3739.57958984375","3507.449951171875","3507.449951171875","3507.449951171875","3623.85009765625","3623.85009765625","3623.85009765625","3804.74365234375","3804.74365234375","3804.74365234375"
